Country,Year,AverageTemperature
Ukraine,1903,9.094520833333332
Ukraine,1904,8.116617021276596
Ukraine,1905,8.626541666666666
Ukraine,1906,9.049479166666666
Ukraine,1907,7.38775
Ukraine,1908,7.49631914893617
Ukraine,1909,8.409617021276595
Ukraine,1910,8.984326086956521
Ukraine,1911,7.749645833333333
Ukraine,1912,7.377
Ukraine,1913,8.709291666666667
Ukraine,1914,8.442479166666667
Ukraine,1915,8.449895833333334
Ukraine,1916,8.67051111111111
Ukraine,1917,7.906
Ukraine,1918,9.022708333333334
Ukraine,1919,8.008708333333333
Ukraine,1920,8.194583333333332
Ukraine,1921,8.384106382978723
Ukraine,1922,8.364936170212765
Ukraine,1923,8.986914893617021
Ukraine,1924,7.862395833333333
Ukraine,1925,9.177604166666667
Ukraine,1926,8.586416666666667
Ukraine,1927,8.426
Ukraine,1928,7.663479166666668
Ukraine,1929,6.886755555555555
Ukraine,1930,9.074625
Ukraine,1931,7.645979166666667
Ukraine,1932,8.4819375
Ukraine,1933,6.817304347826087
Ukraine,1934,9.376958333333333
Ukraine,1935,8.409083333333333
Ukraine,1936,9.45795744680851
Ukraine,1937,9.4085
Ukraine,1938,9.471458333333333
Ukraine,1939,9.445333333333334
Ukraine,1940,6.860659574468085
Ukraine,1941,7.057916666666667
Ukraine,1942,6.6933750000000005
Ukraine,1943,8.553645833333333
Ukraine,1944,8.70963829787234
Ukraine,1945,7.736625
Ukraine,1946,8.865479166666667
Ukraine,1947,8.3213125
Ukraine,1948,8.69725
Ukraine,1949,8.824255319148936
Ukraine,1950,8.872041666666666
Ukraine,1951,9.252416666666667
Ukraine,1952,8.792145833333334
Ukraine,1953,8.127553191489362
Ukraine,1954,7.971604166666666
Ukraine,1955,8.753416666666666
Ukraine,1956,7.0925
Ukraine,1957,9.042787234042553
Ukraine,1958,8.873145833333334
Ukraine,1959,8.452170212765958
Ukraine,1960,9.273666666666667
Ukraine,1961,9.356229166666667
Ukraine,1962,8.963895833333334
Ukraine,1963,7.902574468085106
Ukraine,1964,8.226583333333332
Ukraine,1965,7.9905531914893615
Ukraine,1966,10.002333333333334
Ukraine,1967,9.091770833333333
Ukraine,1968,8.7878125
Ukraine,1969,7.547499999999999
Ukraine,1970,9.021382978723404
Ukraine,1971,8.866645833333333
Ukraine,1972,9.014208333333332
Ukraine,1973,8.753468085106384
Ukraine,1974,8.892617021276596
Ukraine,1975,10.056041666666667
Ukraine,1976,7.5155
Ukraine,1977,8.933608695652174
Ukraine,1978,7.966
Ukraine,1979,8.902479166666668
Ukraine,1980,7.698958333333334
Ukraine,1981,9.354208333333334
Ukraine,1982,8.9523125
Ukraine,1983,9.615416666666667
Ukraine,1984,8.658520833333332
Ukraine,1985,7.165229166666667
Ukraine,1986,8.880413043478262
Ukraine,1987,6.996520833333332
Ukraine,1988,8.640382978723405
Ukraine,1989,10.20291489361702
Ukraine,1990,9.983510638297872
Ukraine,1991,8.849468085106384
Ukraine,1992,9.1588125
Ukraine,1993,8.270708333333333
Ukraine,1994,9.700604166666666
Ukraine,1995,9.142510638297871
Ukraine,1996,8.234020833333334
Ukraine,1997,8.407489361702128
Ukraine,1998,9.1595
Ukraine,1999,10.16775
Ukraine,2000,10.0795
Ukraine,2001,9.424595744680852
Ukraine,2002,10.089125000000001
Ukraine,2003,8.9720625
Ukraine,2004,9.26459574468085
Ukraine,2005,9.574479166666666
Ukraine,2006,9.146749999999999
Ukraine,2007,10.902652173913044
Ukraine,2008,10.26525
Ukraine,2009,10.082125
Ukraine,2010,10.129936170212765
Ukraine,2011,9.497979166666667
Ukraine,2012,10.013659574468084
Ukraine,2013,11.33271875
